length_mm,width_mm,height_mm,thickness_mm,area_mm2,moment_of_inertia_mm4,material_name,youngs_modulus_MPa,poisson_ratio,yield_strength_MPa,density_kg_m3,force_N,moment_Nmm,pressure_MPa,torque_Nmm,load_type,boundary_condition,max_stress_MPa,von_mises_stress_MPa,safety_factor,deflection_mm,strain
1904.04,180.61,87.82,41.72,7535.89,10194216.46,Stainless_Steel_304,193000,0.29,215,8000,47479.8,94949.49,44.9,47474.75,0,0,54.41,53.77,3.95,56.1894,0.000282
1923.23,184.49,90.26,43.38,8003.04,11303821.05,Aluminum_6061,69000,0.33,276,2700,47983.84,95959.6,45.92,47979.8,1,1,16.61,16.38,16.62,147.8447,0.000241
1942.42,188.37,92.69,45.03,8483.03,12501308.1,Steel_AISI_1020,200000,0.29,350,7850,48487.88,96969.7,46.94,48484.85,2,2,22.27,21.95,15.72,48.0809,0.000111
1961.62,192.24,95.13,46.69,8975.85,13791181.83,Titanium_Ti6Al4V,113800,0.342,880,4430,48991.92,97979.8,47.96,48989.9,0,0,56.17,55.28,15.67,79.8095,0.000494
1980.81,196.12,97.56,48.34,9481.51,15178058.55,Copper_C11000,117000,0.355,220,8940,49495.96,98989.9,48.98,49494.95,1,1,14.51,14.26,15.17,73.4507,0.000124
2000.0,200.0,100.0,50.0,10000.0,16666666.67,Stainless_Steel_304,193000,0.29,215,8000,50000.0,100000.0,50.0,50000.0,2,2,19.54,19.19,11.0,42.2037,0.000101
100.0,10.0,5.0,2.0,20.0,104.17,Aluminum_6061,69000,0.33,276,2700,100.0,0.0,0.0,0.0,0,0,14.18,13.92,19.46,4.7254,0.000206
119.19,13.88,7.44,3.66,50.72,475.48,Steel_AISI_1020,200000,0.29,350,7850,604.04,1010.1,1.02,505.05,1,1,37.28,36.57,9.39,3.6551,0.000186
138.38,17.76,9.87,5.31,94.29,1423.41,Titanium_Ti6Al4V,113800,0.342,880,4430,1108.08,2020.2,2.04,1010.1,2,2,49.91,48.94,17.63,6.1625,0.000439
157.58,21.63,12.31,6.97,150.68,3360.92,Copper_C11000,117000,0.355,220,8940,1612.12,3030.3,3.06,1515.15,0,0,32.71,32.07,6.72,5.4538,0.00028
176.77,25.51,14.74,8.62,219.92,6813.06,Stainless_Steel_304,193000,0.29,215,8000,2116.16,4040.4,4.08,2020.2,1,1,28.99,28.42,7.42,3.0222,0.00015
195.96,29.39,17.18,10.28,301.98,12416.97,Aluminum_6061,69000,0.33,276,2700,2620.2,5050.51,5.1,2525.25,2,2,35.84,35.14,7.7,7.8222,0.000519
215.15,33.27,19.62,11.93,396.89,20921.88,Steel_AISI_1020,200000,0.29,350,7850,3124.24,6060.61,6.12,3030.3,0,0,25.8,25.31,13.57,2.5265,0.000129
234.34,37.14,22.05,13.59,504.63,33189.11,Titanium_Ti6Al4V,113800,0.342,880,4430,3628.28,7070.71,7.14,3535.35,1,1,21.1,20.71,41.71,4.1979,0.000185
253.54,41.02,24.49,15.24,625.21,50192.06,Copper_C11000,117000,0.355,220,8940,4132.32,8080.81,8.16,4040.4,2,2,26.83,26.36,8.2,3.8909,0.000229
272.73,44.9,26.92,16.9,758.62,73016.23,Stainless_Steel_304,193000,0.29,215,8000,4636.36,9090.91,9.18,4545.45,0,0,22.7,22.32,9.47,2.2622,0.000118
291.92,48.78,29.36,18.55,904.87,102859.22,Aluminum_6061,69000,0.33,276,2700,5140.4,10101.01,10.2,5050.51,1,1,16.39,16.13,16.84,6.1001,0.000237
311.11,52.65,31.79,20.21,1063.95,141030.68,Steel_AISI_1020,200000,0.29,350,7850,5644.44,11111.11,11.22,5555.56,2,2,21.26,20.95,16.47,2.0375,0.000106
330.3,56.53,34.23,21.86,1235.88,188952.4,Titanium_Ti6Al4V,113800,0.342,880,4430,6148.48,12121.21,12.24,6060.61,0,0,21.97,21.69,40.06,3.4791,0.000193
349.49,60.41,36.67,23.52,1420.63,248158.23,Copper_C11000,117000,0.355,220,8940,6652.53,13131.31,13.27,6565.66,1,1,13.33,13.18,16.51,3.2974,0.000114
368.69,64.29,39.1,25.17,1618.23,320294.1,Stainless_Steel_304,193000,0.29,215,8000,7156.57,14141.41,14.29,7070.71,2,2,17.53,17.36,12.27,1.9526,9.1e-05
387.88,68.16,41.54,26.83,1828.66,407118.06,Aluminum_6061,69000,0.33,276,2700,7660.61,15151.52,15.31,7575.76,0,0,22.59,22.42,12.22,5.3463,0.000327
407.07,72.04,43.97,28.48,2051.92,510500.22,Steel_AISI_1020,200000,0.29,350,7850,8164.65,16161.62,16.33,8080.81,1,1,11.19,11.13,31.27,1.8088,5.6e-05
426.26,75.92,46.41,30.14,2288.02,632422.8,Titanium_Ti6Al4V,113800,0.342,880,4430,8668.69,17171.72,17.35,8585.86,2,2,14.86,14.81,59.2,3.1222,0.000131
445.45,79.8,48.85,31.79,2536.96,774980.1,Copper_C11000,117000,0.355,220,8940,9172.73,18181.82,18.37,9090.91,0,0,24.01,23.96,9.16,2.9868,0.000205
464.65,83.67,51.28,33.45,2798.73,940378.51,Stainless_Steel_304,193000,0.29,215,8000,9676.77,19191.92,19.39,9595.96,1,1,9.63,9.63,22.34,1.783,5e-05
483.84,87.55,53.72,35.1,3073.34,1130936.52,Aluminum_6061,69000,0.33,276,2700,10180.81,20202.02,20.41,10101.01,2,2,12.88,12.9,21.43,4.9162,0.000187
503.03,91.43,56.15,36.76,3360.79,1349084.68,Steel_AISI_1020,200000,0.29,350,7850,10684.85,21212.12,21.43,10606.06,0,0,25.89,25.99,13.52,1.6736,0.000129
522.22,95.31,58.59,38.41,3661.07,1597365.67,Titanium_Ti6Al4V,113800,0.342,880,4430,11188.89,22222.22,22.45,11111.11,1,1,8.43,8.48,104.41,2.9049,7.4e-05
541.41,99.18,61.03,40.07,3974.19,1878434.23,Copper_C11000,117000,0.355,220,8940,11692.93,23232.32,23.47,11616.16,2,2,11.34,11.43,19.4,2.7928,9.7e-05
560.61,103.06,63.46,41.72,4300.14,2195057.19,Stainless_Steel_304,193000,0.29,215,8000,12196.97,24242.42,24.49,12121.21,0,0,28.05,28.32,7.66,1.6747,0.000145
579.8,106.94,65.9,43.38,4638.93,2550113.5,Aluminum_6061,69000,0.33,276,2700,12701.01,25252.53,25.51,12626.26,1,1,7.49,7.57,36.85,4.6369,0.000109
598.99,110.82,68.33,45.03,4990.56,2946594.15,Steel_AISI_1020,200000,0.29,350,7850,13205.05,26262.63,26.53,13131.31,2,2,10.13,10.26,34.56,1.5846,5.1e-05
618.18,114.69,70.77,46.69,5355.02,3387602.27,Titanium_Ti6Al4V,113800,0.342,880,4430,13709.09,27272.73,27.55,13636.36,0,0,30.41,30.85,28.94,2.7602,0.000267
637.37,118.57,73.21,48.34,5732.32,3876353.03,Copper_C11000,117000,0.355,220,8940,14213.13,28282.83,28.57,14141.41,1,1,6.74,6.84,32.65,2.6626,5.8e-05
656.57,122.45,75.64,50.0,6122.45,4416173.74,Stainless_Steel_304,193000,0.29,215,8000,14717.17,29292.93,29.59,14646.46,2,2,9.15,9.3,23.5,1.6017,4.7e-05
675.76,126.33,78.08,2.0,252.65,5010503.76,Aluminum_6061,69000,0.33,276,2700,15221.21,30303.03,30.61,15151.52,0,0,177.81,181.03,1.55,4.4481,0.002577
694.95,130.2,80.51,3.66,475.92,5662894.57,Steel_AISI_1020,200000,0.29,350,7850,15725.25,31313.13,31.63,15656.57,1,1,87.8,89.46,3.99,1.5244,0.000439
714.14,134.08,82.95,5.31,712.02,6377009.7,Titanium_Ti6Al4V,113800,0.342,880,4430,16229.29,32323.23,32.65,16161.62,2,2,85.24,86.92,10.32,2.6627,0.000749
733.33,137.96,85.38,6.97,960.96,7156624.8,Copper_C11000,117000,0.355,220,8940,16733.33,33333.33,33.67,16666.67,0,0,66.93,68.27,3.29,2.5753,0.000572
752.53,141.84,87.82,8.62,1222.73,8005627.62,Stainless_Steel_304,193000,0.29,215,8000,17237.37,34343.43,34.69,17171.72,1,1,37.46,38.22,5.74,1.5531,0.000194
771.72,145.71,90.26,10.28,1497.34,8928017.96,Aluminum_6061,69000,0.33,276,2700,17741.41,35353.54,35.71,17676.77,2,2,44.32,45.22,6.23,4.3238,0.000642
790.91,149.59,92.69,11.93,1784.79,9927907.73,Steel_AISI_1020,200000,0.29,350,7850,18245.45,36363.64,36.73,18181.82,0,0,52.9,53.97,6.62,1.4853,0.000264
810.1,153.47,95.13,13.59,2085.07,11009520.95,Titanium_Ti6Al4V,113800,0.342,880,4430,18749.49,37373.74,37.76,18686.87,1,1,23.92,24.4,36.78,2.6003,0.00021
829.29,157.35,97.56,15.24,2398.18,12177193.7,Copper_C11000,117000,0.355,220,8940,19253.54,38383.84,38.78,19191.92,2,2,30.08,30.66,7.31,2.5204,0.000257
848.48,161.22,100.0,16.9,2724.14,13435374.15,Stainless_Steel_304,193000,0.29,215,8000,19757.58,39393.94,39.8,19696.97,0,0,49.77,50.69,4.32,1.5232,0.000258
867.68,165.1,5.0,18.55,3062.93,1719.81,Aluminum_6061,69000,0.33,276,2700,20261.62,40404.04,40.82,20202.02,1,1,64.84,65.98,4.26,36536.0415,0.00094
886.87,168.98,7.44,20.21,3414.55,5789.66,Steel_AISI_1020,200000,0.29,350,7850,20765.66,41414.14,41.84,20707.07,2,2,38.98,39.62,8.98,4102.2831,0.000195
906.06,172.86,9.87,21.86,3779.01,13857.81,Titanium_Ti6Al4V,113800,0.342,880,4430,21269.7,42424.24,42.86,21212.12,0,0,49.9,50.65,17.64,3294.0768,0.000438
925.25,176.73,12.31,23.52,4156.31,27458.1,Copper_C11000,117000,0.355,220,8940,21773.74,43434.34,43.88,21717.17,1,1,19.05,19.31,11.55,1765.2742,0.000163
944.44,180.61,14.74,25.17,4546.45,48236.49,Stainless_Steel_304,193000,0.29,215,8000,22277.78,44444.44,44.9,22222.22,2,2,21.26,21.51,10.12,663.894,0.00011
963.64,184.49,17.18,26.83,4949.42,77951.0,Aluminum_6061,69000,0.33,276,2700,22781.82,45454.55,45.92,22727.27,0,0,51.39,51.93,5.37,1250.303,0.000745
982.83,188.37,19.62,28.48,5365.22,118471.77,Steel_AISI_1020,200000,0.29,350,7850,23285.86,46464.65,46.94,23232.32,1,1,13.24,13.36,26.43,308.326,6.6e-05
1002.02,192.24,22.05,30.14,5793.86,171780.99,Titanium_Ti6Al4V,113800,0.342,880,4430,23789.9,47474.75,47.96,23737.37,2,2,16.63,16.74,52.92,405.3613,0.000146
1021.21,196.12,24.49,31.79,6235.34,239972.99,Copper_C11000,117000,0.355,220,8940,24293.94,48484.85,48.98,24242.42,0,0,53.58,53.84,4.11,305.6828,0.000458
1040.4,200.0,26.92,33.45,6689.66,325254.13,Stainless_Steel_304,193000,0.29,215,8000,24797.98,49494.95,50.0,24747.47,1,1,10.77,10.8,19.96,147.8668,5.6e-05
1059.6,10.0,29.36,35.1,351.03,21088.29,Aluminum_6061,69000,0.33,276,2700,25302.02,50505.05,0.0,25252.53,2,2,297.68,297.94,0.93,6889.3801,0.004314
1078.79,13.88,31.79,36.76,510.12,37170.88,Steel_AISI_1020,200000,0.29,350,7850,25806.06,51515.15,1.02,25757.58,0,0,147.9,147.74,2.37,1454.3192,0.000739
1097.98,17.76,34.23,38.41,682.04,59346.06,Titanium_Ti6Al4V,113800,0.342,880,4430,26310.1,52525.25,2.04,26262.63,1,1,114.77,114.42,7.67,1724.2317,0.001009
1117.17,21.63,36.67,40.07,866.8,88867.47,Copper_C11000,117000,0.355,220,8940,26814.14,53535.35,3.06,26767.68,2,2,127.38,126.74,1.73,1204.6633,0.001089
1136.36,25.51,39.1,41.72,1064.39,127100.83,Stainless_Steel_304,193000,0.29,215,8000,27318.18,54545.45,4.08,27272.73,0,0,76.59,76.06,2.81,548.5191,0.000397
1155.56,29.39,41.54,43.38,1274.82,175523.95,Aluminum_6061,69000,0.33,276,2700,27822.22,55555.56,5.1,27777.78,1,1,64.22,63.66,4.3,1191.9663,0.000931
1174.75,33.27,43.97,45.03,1498.09,235726.73,Steel_AISI_1020,200000,0.29,350,7850,28326.26,56565.66,6.12,28282.83,2,2,77.31,76.51,4.53,328.1115,0.000387
1193.94,37.14,46.41,46.69,1734.19,309411.15,Titanium_Ti6Al4V,113800,0.342,880,4430,28830.3,57575.76,7.14,28787.88,0,0,51.53,50.91,17.08,470.1765,0.000453
1213.13,41.02,48.85,48.34,1983.12,398391.3,Copper_C11000,117000,0.355,220,8940,29334.34,58585.86,8.16,29292.93,1,1,43.16,42.58,5.1,379.6641,0.000369
1232.32,44.9,51.28,50.0,2244.9,504593.35,Stainless_Steel_304,193000,0.29,215,8000,29838.38,59595.96,9.18,29797.98,2,2,54.04,53.24,3.98,194.0165,0.00028
1251.52,48.78,53.72,2.0,97.55,630055.54,Aluminum_6061,69000,0.33,276,2700,30342.42,60606.06,10.2,30303.03,0,0,884.88,870.66,0.31,463.4964,0.012824
1270.71,52.65,56.15,3.66,192.46,776928.23,Steel_AISI_1020,200000,0.29,350,7850,30846.46,61616.16,11.22,30808.08,1,1,442.53,434.96,0.79,138.135,0.002213
1289.9,56.53,58.59,5.31,300.2,947473.86,Titanium_Ti6Al4V,113800,0.342,880,4430,31350.51,62626.26,12.24,31313.13,2,2,406.63,399.32,2.16,211.8154,0.003573
1309.09,60.41,61.03,6.97,420.77,1144066.94,Copper_C11000,117000,0.355,220,8940,31854.55,63636.36,13.27,31818.18,0,0,220.66,216.54,1.0,181.344,0.001886
1328.28,64.29,63.46,8.62,554.19,1369194.09,Stainless_Steel_304,193000,0.29,215,8000,32358.59,64646.46,14.29,32323.23,1,1,162.04,158.93,1.33,97.5263,0.00084
1347.47,68.16,65.9,10.28,700.44,1625454.02,Aluminum_6061,69000,0.33,276,2700,32862.63,65656.57,15.31,32828.28,2,2,183.34,179.77,1.51,243.7042,0.002657
1366.67,72.04,68.33,11.93,859.52,1915557.52,Steel_AISI_1020,200000,0.29,350,7850,33366.67,66666.67,16.33,33333.33,0,0,117.68,115.38,2.97,75.5881,0.000588
1385.86,75.92,70.77,13.59,1031.44,2242327.48,Titanium_Ti6Al4V,113800,0.342,880,4430,33870.71,67676.77,17.35,33838.38,1,1,91.3,89.51,9.64,120.1124,0.000802
1405.05,79.8,73.21,15.24,1216.2,2608698.86,Copper_C11000,117000,0.355,220,8940,34374.75,68686.87,18.37,34343.43,2,2,110.53,108.4,1.99,106.1791,0.000945
1424.24,83.67,75.64,16.9,1413.79,3017718.72,Stainless_Steel_304,193000,0.29,215,8000,34878.79,69696.97,19.39,34848.48,0,0,79.56,78.06,2.7,58.7777,0.000412
1443.43,87.55,78.08,18.55,1624.22,3472546.23,Aluminum_6061,69000,0.33,276,2700,35382.83,70707.07,20.41,35353.54,1,1,60.53,59.43,4.56,150.7793,0.000877
1462.63,91.43,80.51,20.21,1847.49,3976452.61,Steel_AISI_1020,200000,0.29,350,7850,35886.87,71717.17,21.43,35858.59,2,2,75.85,74.53,4.61,47.8967,0.000379
1481.82,95.31,82.95,21.86,2083.59,4532821.2,Titanium_Ti6Al4V,113800,0.342,880,4430,36390.91,72727.27,22.45,36363.64,0,0,61.63,60.62,14.28,77.7907,0.000542
1501.01,99.18,85.38,23.52,2332.53,5145147.42,Copper_C11000,117000,0.355,220,8940,36894.95,73737.37,23.47,36868.69,1,1,43.83,43.16,5.02,70.1597,0.000375
1520.2,103.06,87.82,25.17,2594.3,5817038.77,Stainless_Steel_304,193000,0.29,215,8000,37398.99,74747.47,24.49,37373.74,2,2,56.11,55.32,3.83,39.5626,0.000291
1539.39,106.94,90.26,26.83,2868.91,6552214.86,Aluminum_6061,69000,0.33,276,2700,37903.03,75757.58,25.51,37878.79,0,0,52.53,51.87,5.25,103.236,0.000761
1558.59,110.82,92.69,28.48,3156.35,7354507.37,Steel_AISI_1020,200000,0.29,350,7850,38407.07,76767.68,26.53,38383.84,1,1,33.57,33.21,10.42,33.3177,0.000168
1577.78,114.69,95.13,30.14,3456.64,8227860.07,Titanium_Ti6Al4V,113800,0.342,880,4430,38911.11,77777.78,27.55,38888.89,2,2,43.6,43.2,20.18,54.9158,0.000383
1596.97,118.57,97.56,31.79,3769.75,9176328.84,Copper_C11000,117000,0.355,220,8940,39415.15,78787.88,28.57,39393.94,0,0,47.99,47.63,4.58,50.215,0.00041
1616.16,122.45,100.0,33.45,4095.71,10204081.63,Stainless_Steel_304,193000,0.29,215,8000,39919.19,79797.98,29.59,39898.99,1,1,26.75,26.6,8.04,28.6831,0.000139
1635.35,126.33,5.0,35.1,4434.5,1315.9,Aluminum_6061,69000,0.33,276,2700,40423.23,80808.08,30.61,40404.04,2,2,166.72,166.11,1.66,651439.5139,0.002416
1654.55,130.2,7.44,36.76,4786.12,4461.12,Steel_AISI_1020,200000,0.29,350,7850,40927.27,81818.18,31.63,40909.09,0,0,46.09,46.01,7.59,69374.2029,0.00023
1673.74,134.08,9.87,38.41,5150.58,10749.21,Titanium_Ti6Al4V,113800,0.342,880,4430,41431.31,82828.28,32.65,41414.14,1,1,48.83,48.85,18.02,52920.9375,0.000429
1692.93,137.96,12.31,40.07,5527.88,21433.8,Copper_C11000,117000,0.355,220,8940,41935.35,83838.38,33.67,41919.19,2,2,42.24,42.33,5.21,26983.5855,0.000361
1712.12,141.84,14.74,41.72,5918.02,37880.63,Stainless_Steel_304,193000,0.29,215,8000,42439.39,84848.48,34.69,42424.24,0,0,45.69,45.89,4.71,9670.0084,0.000237
1731.31,145.71,17.18,43.38,6320.99,61567.49,Aluminum_6061,69000,0.33,276,2700,42943.43,85858.59,35.71,42929.29,1,1,24.51,24.66,11.26,17378.3777,0.000355
1750.51,149.59,19.62,45.03,6736.79,94084.29,Steel_AISI_1020,200000,0.29,350,7850,43447.47,86868.69,36.73,43434.34,2,2,28.25,28.48,12.39,4095.2137,0.000141
1769.7,153.47,22.05,46.69,7165.43,137133.02,Titanium_Ti6Al4V,113800,0.342,880,4430,43951.52,87878.79,37.76,43939.39,0,0,46.28,46.73,19.02,5151.9537,0.000407
1788.89,157.35,24.49,48.34,7606.91,192527.75,Copper_C11000,117000,0.355,220,8940,44455.56,88888.89,38.78,44444.44,1,1,18.09,18.3,12.16,3722.5542,0.000155
1808.08,161.22,26.92,50.0,8061.22,262194.66,Stainless_Steel_304,193000,0.29,215,8000,44959.6,89898.99,39.8,44949.49,2,2,22.72,23.02,9.46,1727.6138,0.000118
1827.27,165.1,29.36,2.0,330.2,348171.99,Aluminum_6061,69000,0.33,276,2700,45463.64,90909.09,40.82,45454.55,0,0,394.05,399.87,0.7,3792.6928,0.005711
1846.46,168.98,31.79,3.66,617.65,452610.1,Steel_AISI_1020,200000,0.29,350,7850,45967.68,91919.19,41.84,45959.6,1,1,199.06,202.26,1.76,1048.7337,0.000995
1865.66,172.86,34.23,5.31,917.93,577771.43,Titanium_Ti6Al4V,113800,0.342,880,4430,46471.72,92929.29,42.86,46464.65,2,2,190.36,193.64,4.62,1503.925,0.001673
1884.85,176.73,36.67,6.97,1231.05,726030.49,Copper_C11000,117000,0.355,220,8940,46975.76,93939.39,43.88,46969.7,0,0,126.44,128.75,1.74,1212.2001,0.001081
1904.04,180.61,39.1,8.62,1557.0,899873.9,Stainless_Steel_304,193000,0.29,215,8000,47479.8,94949.49,44.9,47474.75,1,1,81.58,83.13,2.64,617.2491,0.000423
1923.23,184.49,41.54,10.28,1895.79,1101900.37,Aluminum_6061,69000,0.33,276,2700,47983.84,95959.6,45.92,47979.8,2,2,95.1,96.97,2.9,1467.5529,0.001378
1942.42,188.37,43.97,11.93,2247.42,1334820.68,Steel_AISI_1020,200000,0.29,350,7850,48487.88,96969.7,46.94,48484.85,0,0,86.82,88.57,4.03,434.9365,0.000434
1961.62,192.24,46.41,13.59,2611.88,1601457.73,Titanium_Ti6Al4V,113800,0.342,880,4430,48991.92,97979.8,47.96,48989.9,1,1,50.18,51.2,17.54,662.8692,0.000441
1980.81,196.12,48.85,15.24,2989.18,1904746.48,Copper_C11000,117000,0.355,220,8940,49495.96,98989.9,48.98,49494.95,2,2,62.22,63.48,3.54,563.8805,0.000532
2000.0,200.0,51.28,16.9,3379.31,2247734.0,Stainless_Steel_304,193000,0.29,215,8000,50000.0,100000.0,50.0,50000.0,0,0,73.88,75.37,2.91,301.2684,0.000383
100.0,10.0,53.72,18.55,185.52,129174.57,Aluminum_6061,69000,0.33,276,2700,100.0,0.0,0.0,0.0,1,1,1.43,1.46,193.1,0.0037,2.1e-05
119.19,13.88,56.15,20.21,280.42,204771.78,Steel_AISI_1020,200000,0.29,350,7850,604.04,1010.1,1.02,505.05,2,2,8.12,8.28,43.09,0.0082,4.1e-05
138.38,17.76,58.59,21.86,388.16,297582.04,Titanium_Ti6Al4V,113800,0.342,880,4430,1108.08,2020.2,2.04,1010.1,0,0,8.77,8.93,100.4,0.0284,7.7e-05
157.58,21.63,61.03,23.52,508.74,409699.65,Copper_C11000,117000,0.355,220,8940,1612.12,3030.3,3.06,1515.15,1,1,8.54,8.69,25.75,0.0431,7.3e-05
176.77,25.51,63.46,25.17,642.15,543330.99,Stainless_Steel_304,193000,0.29,215,8000,2116.16,4040.4,4.08,2020.2,2,2,12.51,12.71,17.19,0.0366,6.5e-05
195.96,29.39,65.9,26.83,788.4,700794.55,Aluminum_6061,69000,0.33,276,2700,2620.2,5050.51,5.1,2525.25,0,0,11.94,12.12,23.11,0.1339,0.000173
215.15,33.27,68.33,28.48,947.49,884520.9,Steel_AISI_1020,200000,0.29,350,7850,3124.24,6060.61,6.12,3030.3,1,1,8.94,9.06,39.15,0.0579,4.5e-05
234.34,37.14,70.77,30.14,1119.41,1097052.69,Titanium_Ti6Al4V,113800,0.342,880,4430,3628.28,7070.71,7.14,3535.35,2,2,12.37,12.51,71.15,0.1232,0.000109
253.54,41.02,73.21,31.79,1304.17,1341044.68,Copper_C11000,117000,0.355,220,8940,4132.32,8080.81,8.16,4040.4,0,0,13.91,14.05,15.81,0.1416,0.000119
272.73,44.9,75.64,33.45,1501.76,1619263.71,Stainless_Steel_304,193000,0.29,215,8000,4636.36,9090.91,9.18,4545.45,1,1,8.42,8.49,25.54,0.0995,4.4e-05
291.92,48.78,78.08,35.1,1712.19,1934588.69,Aluminum_6061,69000,0.33,276,2700,5140.4,10101.01,10.2,5050.51,2,2,11.52,11.6,23.96,0.3173,0.000167
311.11,52.65,80.51,36.76,1935.45,2290010.65,Steel_AISI_1020,200000,0.29,350,7850,5644.44,11111.11,11.22,5555.56,0,0,16.01,16.08,21.87,0.1231,8e-05
330.3,56.53,82.95,38.41,2171.56,2688632.7,Titanium_Ti6Al4V,113800,0.342,880,4430,6148.48,12121.21,12.24,6060.61,1,1,7.76,7.78,113.36,0.2408,6.8e-05
349.49,60.41,85.38,40.07,2420.49,3133670.03,Copper_C11000,117000,0.355,220,8940,6652.53,13131.31,13.27,6565.66,2,2,10.61,10.61,20.74,0.2581,9.1e-05
368.69,64.29,87.82,41.72,2682.27,3628449.93,Stainless_Steel_304,193000,0.29,215,8000,7156.57,14141.41,14.29,7070.71,0,0,18.37,18.34,11.7,0.171,9.5e-05
387.88,68.16,90.26,43.38,2956.88,4176411.76,Aluminum_6061,69000,0.33,276,2700,7660.61,15151.52,15.31,7575.76,1,1,7.14,7.12,38.64,0.5189,0.000104
407.07,72.04,92.69,45.03,3244.32,4781107.0,Steel_AISI_1020,200000,0.29,350,7850,8164.65,16161.62,16.33,8080.81,2,2,9.77,9.71,35.84,0.193,4.9e-05
426.26,75.92,95.13,46.69,3544.6,5446199.19,Titanium_Ti6Al4V,113800,0.342,880,4430,8668.69,17171.72,17.35,8585.86,0,0,20.96,20.81,41.99,0.3637,0.000184
445.45,79.8,97.56,48.34,3857.72,6175463.99,Copper_C11000,117000,0.355,220,8940,9172.73,18181.82,18.37,9090.91,1,1,6.59,6.53,33.39,0.3775,5.6e-05
464.65,83.67,100.0,50.0,4183.67,6972789.12,Stainless_Steel_304,193000,0.29,215,8000,9676.77,19191.92,19.39,9595.96,2,2,9.02,8.92,23.83,0.243,4.7e-05
483.84,87.55,5.0,2.0,175.1,911.99,Aluminum_6061,69000,0.33,276,2700,10180.81,20202.02,20.41,10101.01,0,0,172.52,170.4,1.6,6184.4468,0.0025
503.03,91.43,7.44,3.66,334.19,3132.57,Steel_AISI_1020,200000,0.29,350,7850,10684.85,21212.12,21.43,10606.06,1,1,97.99,96.65,3.57,733.7016,0.00049
522.22,95.31,9.87,5.31,506.11,7640.61,Titanium_Ti6Al4V,113800,0.342,880,4430,11188.89,22222.22,22.45,11111.11,2,2,90.57,89.21,9.72,620.2467,0.000796
541.41,99.18,12.31,6.97,690.87,15409.51,Copper_C11000,117000,0.355,220,8940,11692.93,23232.32,23.47,11616.16,0,0,60.79,59.8,3.62,348.7667,0.00052
560.61,103.06,14.74,8.62,888.46,27524.77,Stainless_Steel_304,193000,0.29,215,8000,12196.97,24242.42,24.49,12121.21,1,1,40.22,39.52,5.35,137.2103,0.000208
579.8,106.94,17.18,10.28,1098.89,45183.99,Aluminum_6061,69000,0.33,276,2700,12701.01,25252.53,25.51,12626.26,2,2,46.49,45.65,5.94,269.5547,0.000674
598.99,110.82,19.62,11.93,1322.15,69696.82,Steel_AISI_1020,200000,0.29,350,7850,13205.05,26262.63,26.53,13131.31,0,0,45.71,44.85,7.66,69.1606,0.000229
618.18,114.69,22.05,13.59,1558.25,102485.05,Titanium_Ti6Al4V,113800,0.342,880,4430,13709.09,27272.73,27.55,13636.36,1,1,25.34,24.85,34.73,94.3771,0.000223
637.37,118.57,24.49,15.24,1807.19,145082.52,Copper_C11000,117000,0.355,220,8940,14213.13,28282.83,28.57,14141.41,2,2,31.39,30.77,7.01,73.7071,0.000268
656.57,122.45,26.92,16.9,2068.97,199135.18,Stainless_Steel_304,193000,0.29,215,8000,14717.17,29292.93,29.59,14646.46,0,0,41.95,41.13,5.12,36.8496,0.000217
675.76,126.33,29.36,18.55,2343.57,266401.07,Aluminum_6061,69000,0.33,276,2700,15221.21,30303.03,30.61,15151.52,1,1,18.53,18.17,14.9,86.8704,0.000269
694.95,130.2,31.79,20.21,2631.02,348750.3,Steel_AISI_1020,200000,0.29,350,7850,15725.25,31313.13,31.63,15656.57,2,2,23.72,23.27,14.75,25.7169,0.000119
714.14,134.08,34.23,21.86,2931.3,448165.09,Titanium_Ti6Al4V,113800,0.342,880,4430,16229.29,32323.23,32.65,16161.62,0,0,41.61,40.83,21.15,39.37,0.000366
733.33,137.96,36.67,23.52,3244.42,566739.73,Copper_C11000,117000,0.355,220,8940,16733.33,33333.33,33.67,16666.67,1,1,14.61,14.34,15.06,33.7845,0.000125
752.53,141.84,39.1,25.17,3570.37,706680.63,Stainless_Steel_304,193000,0.29,215,8000,17237.37,34343.43,34.69,17171.72,2,2,19.06,18.73,11.28,18.2676,9.9e-05
771.72,145.71,41.54,26.83,3909.16,870306.26,Aluminum_6061,69000,0.33,276,2700,17741.41,35353.54,35.71,17676.77,0,0,42.65,41.96,6.47,46.0068,0.000618
790.91,149.59,43.97,28.48,4260.79,1060047.19,Steel_AISI_1020,200000,0.29,350,7850,18245.45,36363.64,36.73,18181.82,1,1,12.04,11.86,29.07,14.4092,6e-05
810.1,153.47,46.41,30.14,4625.25,1278446.09,Titanium_Ti6Al4V,113800,0.342,880,4430,18749.49,37373.74,37.76,18686.87,2,2,15.91,15.69,55.3,23.1558,0.00014
829.29,157.35,48.85,31.79,5002.55,1528157.69,Copper_C11000,117000,0.355,220,8940,19253.54,38383.84,38.78,19191.92,0,0,44.34,43.79,4.96,20.7259,0.000379
848.48,161.22,51.28,33.45,5392.68,1811948.84,Stainless_Steel_304,193000,0.29,215,8000,19757.58,39393.94,39.8,19696.97,1,1,10.23,10.12,21.02,11.6278,5.3e-05
